1,1,733.85,266.92,70.76999999999998,41.539999999999964,1,1,1.0
1,2,120.77,333.08,137.69,57.69,1,1,1.0
1,3,210.0,250.77,92.31,39.99999999999997,1,1,1.0
2,1,720.1,268.75,72.00999999999999,41.54000000000002,1,1,1.0
2,2,96.74,336.53,139.28000000000003,59.110000000000014,1,1,1.0
2,3,210.0,250.8,92.31,40.00999999999999,1,1,1.0
3,1,706.35,270.58,73.25999999999999,41.54000000000002,1,1,1.0
3,2,72.7,339.98,140.87,60.52999999999997,1,1,1.0
3,3,210.0,250.82,92.31,40.03000000000003,1,1,1.0
4,1,692.6,272.4,74.50999999999999,41.54000000000002,1,1,1.0
4,2,48.67,343.44,142.45999999999998,61.94,1,1,1.0
4,3,210.0,250.85,92.31,40.03999999999999,1,1,1.0
5,1,678.85,274.23,75.75999999999999,41.539999999999964,1,1,1.0
5,2,24.63,346.89,144.06,63.370000000000005,1,1,1.0
5,3,210.0,250.88,92.31,40.05000000000001,1,1,1.0
6,1,665.1,276.06,77.00999999999999,41.54000000000002,1,1,1.0
6,2,0.6,350.35,145.64000000000001,64.77999999999997,1,1,1.0
6,3,210.0,250.9,92.31,40.07000000000002,1,1,1.0
7,1,651.35,277.89,78.25,41.53000000000003,1,1,1.0
7,2,1.54,353.8,122.25999999999999,66.19999999999999,1,1,1.0
7,3,210.0,250.93,92.31,40.079999999999984,1,1,1.0
8,1,637.6,279.71,79.5,41.54000000000002,1,1,1.0
8,2,1.54,353.8,122.25999999999999,66.19999999999999,1,1,1.0
8,3,210.0,250.96,92.31,40.09,1,1,1.0
9,1,623.85,281.54,80.75,41.539999999999964,1,1,1.0
9,2,1.54,353.8,122.25999999999999,66.19999999999999,1,1,1.0
9,3,210.0,250.99,92.31,40.099999999999966,1,1,1.0
10,1,607.56,283.72,82.42000000000007,42.42999999999995,1,1,1.0
10,2,1.54,353.8,122.25999999999999,66.19999999999999,1,1,1.0
10,3,210.0,251.01,92.31,40.120000000000005,1,1,1.0
11,1,591.28,285.9,84.09000000000003,43.32000000000005,1,1,1.0
11,2,1.54,353.8,122.25999999999999,66.19999999999999,1,1,1.0
11,3,210.0,251.04,92.31,40.130000000000024,1,1,1.0
12,1,575.0,288.08,85.75,44.210000000000036,1,1,1.0
12,3,210.0,251.07,92.31,40.139999999999986,1,1,1.0
13,1,558.72,290.26,87.40999999999997,45.10000000000002,1,1,1.0
13,3,210.0,251.09,92.31,40.16,1,1,1.0
14,1,542.44,292.44,89.07999999999993,45.99000000000001,1,1,0.0
14,3,210.0,251.12,92.31,40.170000000000016,1,1,1.0
15,1,526.15,294.62,90.75,46.879999999999995,1,1,1.0
15,3,210.0,251.15,92.31,40.17999999999998,1,1,1.0
16,1,509.23,296.55,92.14999999999998,47.89999999999998,1,1,0.0
16,3,210.0,251.17,92.31,40.20000000000002,1,1,1.0
17,1,492.31,298.48,93.56,48.91999999999996,1,1,0.0
17,3,210.0,251.2,92.31,40.210000000000036,1,1,1.0
18,1,475.38,300.41,94.97000000000003,49.94,1,1,0.0
18,3,210.0,251.23,92.31,40.22,1,1,1.0
